file_id	total_reads	index_files
c03ddb9b-af2a-479c-aabb-8c56dd9b2367	259480722	1cbdab4d-3035-411d-9e30-df238f69cf8f
db278444-6a7f-4e0b-a4f1-3bc6de945809	2497129258	ca17a774-0e5a-4a52-b319-ecfb1aa0f55d
37157162-5239-4940-8842-0c222b8ccc1f	2278842074	820d8f7d-ddce-4bb8-9615-3ebd5172a0fd
6adf1995-a04b-46ba-81cf-5679ebd74542	2249922554	dfbb5d61-8e08-42fb-8418-be10dbd610c6
1ab071f8-9a84-4871-9651-af30d5b3adee	2598281652	c3ad1fdf-85c2-4a82-8901-876633afad9a
cd1aca29-4e1f-4293-9422-f2131733fdcd	2220305136	4a2d3224-d185-45ce-b601-a36fe6077da6
b2b425de-d9ec-4d3d-a17d-4450d85a75cf	2132431068	f1be02a8-e348-4c98-9fad-5f79cabe5ba5
9eb5a019-902f-4b38-b3b5-07be4204e6bc	2459802374	24c375dc-f1d7-4b90-ab39-44d3591b2986
be62ac43-5652-43f4-9ea7-bcaa155ab6be	430675944	31ad7369-a29c-45c9-9421-d4d88735f46a
5192d002-ff1a-44ec-8038-eaec26db7474	1871077888	9aa650d7-cc32-468f-bc59-c6b2f685bf8b
f4cdade5-0081-4093-9fa0-12ac8ee8f8cc	3043565206	67fb88c6-9aec-415b-b78b-87a525446082
23823b8d-936f-4442-8275-89e6f5117692	2385654952	7d1381cc-6db8-4dd3-9c11-8fe2d1062078
25e90203-7e43-4477-b268-35bf7a708036	2280266768	d09c444a-2ca0-4c4b-bab1-c25df2b2fd22
b16547eb-1f89-4e75-9ed8-fa516529dae5	2050398122	591278f5-2bae-4ac8-afd6-89db22962bae
f0646ea2-3007-4399-848e-42c52d8a85d0	2417658464	65d38448-5541-4f24-9a81-11ee6780761d
84d53097-eae4-46d0-91ce-044c9683c4ba	2256872296	a8b5c432-1688-4912-84e2-d7e6e7df389e
e7fdfb9f-92f0-4df5-8c4b-53770dc84f26	2373921866	e0d8bcef-9494-4c82-8d8e-e478009a53df
fdddf31a-9358-40d2-92ee-00180b532df3	2463404832	04b94fbf-285e-4c60-9523-f17786b129a1
8f52ab49-c027-43be-b8b0-fe34de4b5186	2189180588	4b03a2c3-c63c-4c17-81bf-b2e419404124
68e58f92-c212-4efe-bc51-5d6a461a1063	2260965830	09b65116-c0b0-4ce7-8a5c-ccb0850b5cc8
adcb8dcc-fb0c-4297-b2ec-19432de351af	2580757408	04b7c067-e6fb-4421-9d5f-54dfca40f0cf
b41669fc-de99-4ea5-a358-323e9051573a	2304132514	4fc61f59-41d6-4e33-9c9a-c002c6510422
cb59de1f-2cdd-4f9a-acba-a85ac646e70e	2535328632	4f195f3c-1c8d-4036-949a-38da2b6c044f
db939ef1-9f20-4b2c-a034-8e182f51ed32	2518164820	ce897838-5bb1-4c35-896e-722c6ddeecae
6e8ebf51-756a-4f81-b1d4-a3342bc7131f	2286512898	bae99816-f2a1-47c6-89b8-6529e971ead8
9966b2a7-12d3-4bf3-9a8f-de3074a92ce4	2415738728	91211eaa-2c43-403c-8de7-31a15697a9a5
aad429c1-93d4-4de5-8cad-0064e12b9820	2398243354	bbff4b30-f5ee-4a62-b98a-28a47c4cfb48
3a6737d2-40b8-4be3-875b-365af403dcc2	2829231810	7d38bdca-e9c4-4127-824e-1876dc899da0
3910fd0b-7a4d-48e0-a884-9f4405cf3dfd	1257981590	75e3a288-c3d6-49bb-99a4-b0fd99319b33
3dc3954b-7539-46ea-878f-2092c0500be5	2556895572	7662060e-5492-4e80-bc57-d5125eac45e5
e18dd86a-84b3-44cb-9681-8dacde4cb8cc	2715207098	e00ac6ae-f539-4198-ba3f-fedac30f734a
e3692370-df4c-4462-8ffa-7cecc0dd5f58	1943021642	c97df5d1-2461-4ed5-9286-77903ccc855d
09016eec-b6d8-464d-a30c-3c5cbee6d8aa	2178269752	be0c8914-d617-44e5-816a-fbd929229721
1640c950-81f4-421f-bfb2-073e53224771	2607145544	e36aedd0-ccc1-4e53-b6f9-9256aec14224
825d44c5-afda-4360-b47e-e993240b1473	234611772	a46883d6-db4a-4fcb-a2e2-7923d0d04611
9c38ee91-f1af-4509-815b-f51dd3636698	2411549728	ce29ca45-46cc-49f9-bae6-3be50a5e9e9d
71b30a45-aa3e-4bbf-92e8-6535c209ab67	3390389248	b1a68709-8fe1-47bf-8592-36b3f6825381
aa28d2fd-325b-4cef-8f80-b49c6250416d	2133657334	04dcc67d-f741-4f01-ade7-b938ccad3b9f
d03707e2-e214-4a31-945a-de4054551c10	2994144508	e7c54514-632a-458a-8c80-ea3f5c10be45
acee2ab1-2ee7-4473-b8b1-a217ec23d024	2211272130	3def9984-f5b0-4c22-8450-e2f4655a450c
386d19d5-cf52-44b8-913d-140c982eda03	2365321376	0c710fdb-943c-481d-b613-808cf9e48df2
b84cd30e-c992-4086-8f4b-32048162e7e5	2491616416	13f2e261-5a54-47c1-9b5e-88353d4dadc8
8a12a576-b67e-46b1-98f4-8b16502a25eb	2023012784	a27ddeea-121b-4dfd-b47a-8efe398dce85
78817ee5-34a6-4e82-832b-c2a7f077b88e	2419904102	5d4b2009-9672-43a9-8631-1e9bdb9381b0
7aa171c0-08e9-45e4-98ef-89567f297dab	2377484742	8cd15d37-b42d-41e5-a2d2-ef0d6a099a52
4a7dfcb8-9390-48f1-bd72-6ef0f586f7a8	2056713152	af9adc5e-0bba-47eb-b62c-4d63a311db49
dd030151-585a-4d1d-b0fa-e969455312da	2394642934	ff500f15-a19d-4f41-855b-7198f9814138
19d69980-abac-4af5-ac48-7a5d2ad812fe	2240203922	3f8ccd31-5be0-4820-95c4-1156bd33c3b0
73b42f65-adfa-42d4-92cc-82c62f559bf1	2625513690	db14ee13-4088-4cdd-83fb-fec25d6c99a3
a7715320-6a55-40e6-82c8-72bffe7cc4f2	2732949348	2dad2c72-fafc-46a4-94d7-bb1407e86fdf
dffe0324-af11-4bb8-9766-9245cf2b7ef8	2362745224	a941a7d6-24ec-4558-ae3b-9cfb2289a4ab
df5da1aa-eb55-4f94-96c9-38cfdeffe30d	2335088114	428c5466-beaa-4b32-8e9c-16a8b410ac34
9f9bd198-13e5-4792-8d56-0937a2d79f63	2092166758	51c25e75-45a1-4a16-bf64-08c6d94e998c
8983a7c6-b23a-43f9-8efd-cd6ed2f64390	241167432	34599b5f-94cb-4813-a05a-d7fc705bc91e
61462b6a-4343-4bc2-b223-4443727dcdac	2579602140	2365a955-1189-41e8-b8e5-def5e40377b3
760dd733-305a-499b-bdd0-d17f4781b183	445952700	1aae8c2e-6c67-42c0-aca8-e42f77422c3d
eb18a859-f5ee-453c-b472-78a39c2df827	2410920892	7a03eeaf-1190-4a26-a28d-24cc5c1e4983
c14098ab-83d8-4a74-ad7e-686eeab5181e	2116648566	509efce0-677d-4139-b09c-51bd78a25af2
16318d26-d17b-4cf0-8335-e82c0e37d463	2166372880	8d99f67d-4460-4378-8977-9128795be138
ad71ee07-04af-4149-8c02-626ad1c4cfcd	1979011672	7f8bf1b9-215b-498d-bf1a-c08e5fc1c49a
8ed7e120-eaa6-4344-bc6f-182162526e89	2109715594	ab5aa65f-99bd-4e05-bf8c-e1e01c60a07b
bc4aedea-d373-48f6-890d-c546c14146c8	2535284572	5e5b69fc-cdec-4d1d-9db0-dbbe83b81142
f1ba3f1b-9bf5-40d6-9356-2f26456a7cbb	2621190554	41fd5287-aa3e-4e56-b0fe-64f4b5c27c71
216ae23e-0fa7-4ffb-9440-6399f0669e17	1965543712	0b94d384-64f9-4b3d-aa8b-84b7aef9f507
e5885e4c-1a01-49ed-ba63-c649792ba585	2420536962	056aafe3-9375-4f2b-9864-bc9a82e0b3e2
ff8ef504-83ea-40c8-b9b1-fbcc09a18b84	2415387536	eb50365f-605b-40bc-8de2-c52d3b999295
d789d761-e09f-4f2c-aee5-5aa84a594085	2187161412	db4a52e7-70fe-42c6-83e7-967260c30c74
f674927c-e2d4-4ec4-a6b4-822e9b54ecee	2785487948	47d6afb5-896f-4203-89bc-e35c2912983d
c876c1d8-16eb-4000-99d5-13da0be1cd7f	2464329840	fcf21b64-5763-4a0d-8977-3ca5bdcb2c54
b4745fb8-45f3-4bd9-a1b5-1c3c4fb55db4	2167532112	821af5d0-3c0f-42c2-861e-e4d6a8168704
ad48060d-1563-4d0e-9988-d5958a9a0b0e	2481040812	5ae9c80b-7af3-4c04-bda8-4d13ba788f16
10034df2-55c5-47ba-ac2e-227f5b89ae65	1745025164	e5a4bb5e-ee09-42a0-a9d0-1b73973ee18a
a1560b03-4ef9-4fad-8d0c-3b914a0eb743	2037448922	e9d8dbc6-eb6a-404f-b4e9-d3cc8af6ceed
66d5c261-e3bd-40f2-8d39-ad70297854e7	2558663480	8c6fee85-2744-44d0-b781-7a4489dc38d8
e578681d-8f7c-4353-bac6-b4fed7dca626	2340034696	899e515c-27f6-410c-882f-95ae49412469
1c60e610-eb7d-4364-b550-2b8a8632d6bc	327389582	4b353d6c-0d88-433f-bcf9-946aab0b9ac4
8dad7c07-5cbd-4485-8337-46cd39127214	2499224128	d7deb779-69bb-4b67-871f-557bc12f13cf
8f9f4d1c-9372-40b1-b02b-8ec5d9a36ff6	2432797172	0824dfa3-ddd0-42cf-98bb-f89619ce0414
0bed4b65-c092-4cd9-b629-64172a2d67e3	2148380198	8460588e-dfac-472d-99c5-ceb9a4254d28
01be53aa-826c-4fd9-a239-b0665a5e6817	2964625822	f18d207c-2a88-4b0a-ab03-aeee7ad90bf2
7595b21c-67f2-49a9-b0c9-7d71894d629c	2196156252	d110a0a0-9cbf-409a-aedf-07fa4658b36b
9e15749b-5b63-4473-8558-a17b7c0e97fd	2318270358	80f99725-5f86-4372-9dd4-d691d97413c0
ed34a21e-9a10-4972-994f-b8cdb2f55c21	2562172890	ec5c2b00-7efd-43b7-a845-cbc6f0c2f7e1
ef80b2a6-6053-4b18-95b9-25bf20ce1845	2200175122	b390d97e-99a9-4fef-ada1-35a748d22951
07e6887b-5cfe-45a7-94e4-d81b74d56b73	2230680896	2a4ea98e-3fbb-44a4-a843-cef633a1a7fd
91af1252-ad28-4808-89b3-b0dca375ff66	2459012538	6b7bf481-42d5-4c27-a252-61c0c3ba122f
69df27b2-70a6-4f35-861c-c7c34a9ee613	1098603210	12d7aa26-51cf-4133-a638-d0a4aaeb7aed
070e954b-b609-432f-a8cb-99092988aff7	252934820	b863da20-6bf5-4954-b80c-008beaf06969
c2cbee34-e3dc-455b-8af3-7cf396154241	1916171568	e7d397b7-7ff6-4975-af2e-3ed32adce937
bf9de3e6-a263-4cab-add9-dd4e21143877	2536770816	2aec0bb1-84ba-4732-9fe3-e5d18f3f65e6
09cbcdd4-b45d-422a-83cb-fa92ace9ffcd	2675763864	231a36b1-33e5-4e94-8283-f0c14d368c06
a16bac2a-80f8-4f8e-add1-0b3c7cf99e08	2419116560	ed15c4dc-d838-42bd-b723-62bacfaf1970
18087d07-9a6c-40bb-b53a-d0a6d6f8fd85	1086486430	8b416c21-cdb6-4635-aaff-4c6ff8289c92
482cad19-de51-4771-ab04-2a36e613c698	2372469304	2f60ebb3-fd7e-442d-9a26-6a2fbe222b15
08a502ce-49ae-4c9c-8c7d-5babb9361cf8	2274294232	cab3b394-db85-4d91-9926-e27b58dee3f9
d12e18f2-d7a3-4f2d-92e4-9cf43d6523d5	1890693632	f46b9b27-23b2-466b-9450-4bedb66e767c
7f60c383-3f1c-43f9-8e44-0afa706b25f6	2360984726	da4f9d09-559d-4fff-9c98-639fa717a614
f6113f77-f471-41f8-acae-22f792aa7b4f	304787228	80fcb87d-9cb2-47de-b1be-1f1dcb5d9730
cdb56796-ecee-4d0b-91b4-93fd496cfbfa	1170769304	10751bc6-7349-4a3d-9c7d-56b2eb52d7de
15a58c3e-bb80-4752-b6cd-8e1932c4f2eb	2264284556	4a3693a9-6f17-495c-95a8-d811872c4443
891cd496-7b4f-4a19-81dc-3ef31d278c20	1241000668	95ffb1d9-d8a7-403e-a564-7944cd7ea747
b122f5cf-0346-44a9-81d7-1c7e60189e31	2195615648	0a588758-e262-454a-9f2c-8dfc94401974
78164cb0-676b-4558-bcc2-494ba5b3fdb1	388519768	b09cc130-86c7-49b5-a5d3-665f3a65371c
ca2be2f0-2f14-451a-9f81-5bab87f536d2	2125903270	ff0eddcc-a601-4d38-93a1-1f25d2c764e0
e0ee7f0c-e890-4c48-a829-857435857573	1978976540	1e807134-168c-4ce4-bd72-4d2319513f84
f34c2aca-cd1c-4fc1-bdf3-f53f08f7a92d	2509968164	7c78273f-1548-4da0-95ba-44f649837a75
9945035a-3553-42fd-9ad4-32afe0026f84	2309683756	b297f218-cd80-43db-8293-c96b559ac392
e9df2326-8459-4b4a-86c6-5ab6596e2fce	386010364	cf0f1ffc-4da6-4dac-aad1-ef7b69daa747
4f79336f-a01c-4f77-82c5-762a04c58af4	2543713128	b4b1e157-951f-44ef-b615-23129ee24c43
894487a7-0129-48d9-83bb-eae6dae19fc5	354131254	8fb2e972-9b0b-44be-80be-41889d18d56f
36f1633e-8c62-471a-86fb-7c7a5512dede	2592091460	252d0f2d-c6aa-442a-ac7b-5124f83aff4e
8b2cd017-7d06-45c1-b3f1-ee4a545b3600	2166265190	d478d2ee-19cb-4740-82e3-ec96a4ac9ed2
67aa2cb9-819a-4831-9bd7-8e59c7fec802	2168817590	81181246-8aa5-4669-96be-f204bdb37f93
4ea79631-d150-481e-836d-f7aba4e15a8e	1968248394	9f928e1f-1c5c-410a-89a5-00484a3b7f86
c4b5bfa9-651d-4bd9-9dba-f6dd34fd7ec6	2671140814	23b474cb-9f62-4a72-a2cb-7bbad1d092b9
4484dc19-102b-4ecb-b638-f3c4b050ddfa	1650464034	ef5d3f75-47c4-4a78-b1bb-f748ebf89d91
989295cb-f395-43cf-acb6-8a06800db0f6	2613566084	a4e8b4e0-a41f-4752-84f4-7a1a3aa5aba2
1c263332-926f-4911-a347-1227cad25060	2352635492	f2fb7ddd-e152-4be8-8362-46746d5d79f0
46b7e217-f1b7-477d-9db4-ef7be5ceb731	459080156	2c093088-27ba-45fd-a07f-08cf7f2201ed
0195477b-a9c3-48e4-a91f-343aa5e0dfa1	2043238196	8b5cbb4a-562d-4668-afc3-5f02f50cc0fd
e1ce97e8-349d-4136-bc09-8a42b4b50058	2558194694	9d18ca98-1eab-46b0-bcbd-8702bd6313ae
fe29f6da-fc4f-4b04-89b7-ffc6205c6862	2491474478	a95b91f8-6c58-4b3c-ace5-17d6cb440aa7
94b8b6ac-4f9b-4243-b713-e3adb9f9f22b	2376751430	642a82ab-a3a7-4174-b372-79d32472e961
78d47e9d-873f-4ba1-957f-1ab0ef25e746	2599549726	ed8e295a-706f-4a1e-8a21-5d88e3e9ef1c
c4e7df7f-0ff4-4024-9901-81bb535aff7b	2771683498	4ed04c2f-c8e4-4a43-a1ff-4d49e3894ea3
035a96c0-a403-4d23-a96b-19942ddfd1ac	2025317998	e2867ad6-0144-438d-8972-120a6ae0c932
d619e0d4-400b-415b-b53e-93275d1e18df	1940272570	0d7a4304-21ae-4b35-b5fb-bddfbe6a9b9b
607d833f-23ff-4f13-b8dc-003915e5cce0	390812652	8f674601-580a-4ecb-98e0-3a346137b320
2b223813-9fc6-4319-9e2a-74835d7cfa96	1945252708	8a53b4ac-4d97-4e5b-94a6-8e6206edb1fb
da134d28-7a89-4132-9589-1058ab3d0132	2432176854	076b2ade-f235-4684-9f2a-14680d274cbe
7c84d1bb-09af-4b5d-bb6a-a123874d8745	455116376	ba31e2a7-f8b6-4e4e-bbe3-276c5a3dcba8
c9fb0bf5-96b9-4346-814f-97185be8d3b8	2584319084	b7d2cc20-a69b-4060-b27b-c8fc421a4353
83ab06db-a783-48aa-9096-450a4c6358ae	434080182	c9ad317f-a262-44f9-b781-01ce0074784b
cfd9c99f-4c87-4f02-b297-5b0f9407beb4	2373535998	2d4ff79f-3430-485c-884e-01427ae695cc
d71c788e-1d03-4d97-8cb8-d03f87582ac6	2184992324	a797c312-994f-4353-919f-6560b7709988
d19b2468-99c4-4a10-9e79-fbe54730e3d3	2142663344	d025f659-9f5d-402f-af04-6288c179efda
5efa7730-e41f-4f07-8e39-2e76fccba16e	2631560718	2621cf50-99b8-43c6-bfa6-78b1b10d50f4
8b2e6d8a-2e61-41d0-a865-b33c7b838209	3073213158	e7bba4a8-0c5a-4ede-95fc-49096e5676b5
16cfa336-d823-4afa-8ccd-9d7fcf7b3bda	2589675836	6f3f9951-5eb4-483f-8a6d-39a0e7db8fba
1e04acf3-8309-46a7-9b3a-7ab266fbdc9e	2195105796	c2592324-8460-4c07-9fbf-f7c9a1a2cd1a
dc8ba5d0-7bbf-4d06-be69-89ad1e79e16b	559109872	8be61917-9bdc-41e3-b939-272616588752
49474cf9-394d-4741-b117-fe95cf7d9e2f	482739660	46a6b82c-0bd3-4167-982f-4f43962b5b6f
c819502c-7f72-4c87-85dd-0b65e1147f79	2458290649	2272f44a-7f8a-4df6-8753-12d35789cdf9
be3d3295-6202-4504-b9bf-b3ba32ec179a	2127147770	d15ce602-b69b-4910-941b-65f0fe4b43db
0f78ec96-59f6-4625-8b8e-51cf465f8ab3	1955550786	1ea9a111-4a76-4e02-83aa-2e1c17239aa5
8f84b4ff-d94c-479e-805e-1ecca00ace0e	2335222848	6d69fb00-c942-43eb-bab6-e3ac76fd52b6
0131565e-fe3d-431c-bfd6-9a32cd1a190b	2065386862	92317bbe-37d2-4f91-a613-ee7dee04412c
1fb90d09-b028-4c35-b1a5-ab44f2f3f171	2428440528	35e306cc-679c-41e7-b1e7-25f27dcdf357
bb2c21d3-c017-485b-94f0-1ef2bc7e4b55	2656532798	919f2018-ddd3-42fd-add8-5d4cde6cc71e
719cbccf-2ab1-421d-b0a1-265b4ce0ae97	2316119690	b8701920-ea82-429e-812f-fe1ff3cce72c
c545ee36-b409-4c27-bac8-359c95091ca1	2252627868	52f14b1b-facf-40c4-92c1-95ae8385a4ff
ce60b912-bcda-40a6-98c1-d34b80c54590	2050116962	7d47744f-724b-44d0-b800-3ee41a38b069
9e0dfac3-9a28-442c-b325-acbfdc7cd2cd	940474056	beeec9cf-1455-4307-87f4-d6ef448865fe
1b61a6c8-07cc-4504-a5a7-3be06e11e9a9	2268996828	1c0a2ce4-7d34-4dd4-88cc-1c3da33d7f16
7d18dba2-90df-4b46-a466-d4852bf93733	2537613790	df1f77ac-c956-4de3-8a25-0d57d569f017
7c5f9430-0f0f-482c-8eee-f81372b42501	2419234146	49fbb05c-e6b7-45af-8122-755facd0b35a
6a66b130-fd3a-4db4-b0b9-db0cabe7675c	2446334286	8c846d49-fff9-4b4e-b518-9949c00ed1e3
793a0df3-279f-4188-a4ac-5103914c0072	2973950826	5a5f6f07-e44a-4d60-a8ac-4c984a520288
ecd177d1-8fb6-49e3-8d7a-54621e1b72ce	1058275220	46ded31e-4fad-4c56-90d6-c538b35c7d23
f5aee6e3-9ba1-4423-a5a8-5ce5b4b243ca	2590982842	81ce5fd6-3f0d-4b02-a04b-b2a9523ea288
f2a3ad8c-67dd-4f9f-ad79-97dc192a8aa0	2537229154	8de30afc-3259-4822-93fb-d8cfebb14316
b1051701-d1f2-4830-8646-38a1a2841483	2405794752	eaf6677c-b6f6-4682-bb5b-aabf11390163
b0fa2afe-9e9f-48b8-b13f-b41e470354db	314100402	10ba6dbd-612d-402b-920e-217af3c3e77e
e248e1ee-d594-49b3-ae58-5c6bb62e01a0	2557455740	4b88ef5b-e43f-49dd-9c35-04778a71e724
bb450be2-7a4e-4fc0-b144-66f49ffc0ddc	2405490880	d8365e9d-a280-48a3-9b2b-35fac63017bc
673cffd3-403f-4054-b77b-93d01ecfe5ee	2330353016	7a515c9f-ae17-41db-8435-066dbc91c7d5
3f7072e0-5989-42e6-a4a2-3f9079f3962b	2483019624	184122e3-63e5-44da-be85-8392b4788bf8
206c1a3a-db7c-4677-b983-7f0302f6a75e	2972959708	afa410d4-ecec-4a03-b8f0-ffbd4f0a3587
05ab96d0-efea-491d-9825-003f26e5c4d3	637632052	4f8507c3-b3ed-4b31-b014-93085070fa70
44a97c48-28ac-451c-bba0-6b86f1992619	2630549864	63e0b453-83b8-4839-85f0-7099ac19e36d
e0a9af17-b06a-4b48-8044-28854103ab03	2782105794	1a25b859-16f6-4e8c-a8ed-73a9e9f0208e
12956b10-eeb2-40c8-ac65-bbf362fb8c14	2171843696	b7a3e3e4-74bc-4d57-80d1-e8a98543c0a6
fd1305de-bd0a-4a70-8a27-d29ee4254c9f	2314013730	dfaf269f-2b87-4171-aa73-368b84686cb8
2df6fa7d-28d9-4803-a5da-3a6319063ebe	2240599236	38764142-3721-4750-8d9a-2fee5da8f7cd
02993123-f412-4a33-bfe7-807526d57527	2478983172	03947010-3333-4c94-94f9-95e324e44a13
d1dce595-f7e4-4d42-b35f-372dbe41a9d3	3152567370	0032c47c-372d-4030-904f-060cd99e318a
a86be901-f980-4115-a636-d3be0a2575ae	2136221456	91cea676-2a2d-413e-8bc2-1b66b184f50d
1a87e6cd-6079-40eb-b2a3-16d53b6165c4	2026660618	67199ae2-0dfc-4411-a13b-764bf95373a0
a3b73d36-c12a-4e2a-adf0-83537f58ab3f	320751288	80e0ce1c-7ace-4595-9e40-8c198a9dbee1
5c63e62f-f8b2-4286-adb2-6736327ae5e3	2646527684	09b51be4-9a75-46d6-85e4-51707ba05072
98bd82fb-90a8-4ee2-86c3-9b9ef9686845	2463705626	5dab2f2d-1e20-4906-b155-7a2072b74d04
7dc56281-71b4-44ab-b638-75a011640f4d	551776824	524656c4-8cbc-4cb7-b3ca-3fad3f1ba322
f0f08300-d377-46b9-b7b6-acfa5361e0a1	2172574030	461edafe-bae7-4014-9073-4b097ad1b133
8b75e6a3-9d92-48ef-84ab-a472c49db305	1647826740	e44efd3a-b5a4-4015-b680-5c6f780d5b39
c9a130df-7e7c-4b43-b511-fb6932f86fa4	2220067480	88bf1b8e-50c0-492d-a58e-9d29e53a79d6
d142d468-2c99-4825-b07f-057ab9a24f7a	2166978394	ef0d5b3d-57b5-48e4-ba84-64c603f7cfb8
2197232a-e26a-4725-bcb7-6ff6353d3c49	2002190706	a0552ff1-f34e-4941-8550-80faf7d80dec
9d6d0f8f-c409-4e19-87c8-cc5a2bb15b23	2290972998	e31a0c6f-dc9d-4a7d-bff7-fffba1d5d8ec
0b82afc8-46c5-4c82-88f7-71f6d07c6175	2737364942	6a792370-408c-476e-b365-9bf3bf606551
d4676a5d-3a64-4b37-b30f-c5689dfab663	2194150362	c830758b-36bb-442b-9a89-0da3b7921eae
519c44a2-e805-4dce-b995-92d1732009ac	215250586	20b87358-c306-4e34-9cee-c0291de7212c
f50a07b2-388e-4382-b004-6b3646dfb0c6	2350462810	6532a062-11c8-46e6-8a1f-863df0ab8fd1
1b7e397d-5be7-4021-bf16-428745f567d2	2630575278	4dcb7fbc-5d1a-4687-96d4-2c3185dd7ae0
f36639f4-c4d3-4b91-910f-d3a4856c24b9	2539436666	f34adf09-e840-4e1f-b41e-73d8eb801ede
d9fd5126-ffff-4f0e-8e6a-b105c51aab75	2328104954	c6c085c3-85e9-43d8-a72c-615c31736b1a
2eea15da-50e9-468b-a238-c046cd5b2b2e	428406274	0eae580d-216a-4ff9-b6c6-2a7848a4b3c3
85ae402a-c1a3-470e-958d-53f0c6224910	2388510066	8ab2d77d-eb60-46ba-b650-f0c06fe8294b
c93864e1-fa54-4924-b208-4b5376a8ca4b	2466710472	25e3e910-a36d-45f5-b57c-342f71c25864
0a7dea59-22f3-441f-9f81-2804fc759154	2395962106	62141426-85ce-45b0-aa90-d652b4a8305a
1e8f75f9-58e0-4c1e-b574-f5475754a04c	2132612116	470de1a3-a7f6-4e71-8ecc-ba87902884e9
209f6f13-b4b0-44dd-8b71-57cce24c5e3f	2109018796	bc637004-dd99-400d-9cb2-e48be3296c2d
6fd979be-0765-4869-9fb9-722a258759b5	2550970300	d4926e15-0579-4e91-a395-bdd4d14c018e
